filename,token1,channel,i,trap
img_000000000_01-BF0_000_trap_000.tif,000000000,01-BF0,000,000
img_000000000_01-BF0_000_trap_001.tif,000000000,01-BF0,000,001
img_000000000_01-BF0_000_trap_006.tif,000000000,01-BF0,000,006
img_000000000_01-BF0_000_trap_007.tif,000000000,01-BF0,000,007
img_000000000_01-BF0_000_trap_012.tif,000000000,01-BF0,000,012
img_000000000_01-BF0_000_trap_018.tif,000000000,01-BF0,000,018
img_000000000_01-BF0_000_trap_021.tif,000000000,01-BF0,000,021
img_000000000_01-BF0_000_trap_023.tif,000000000,01-BF0,000,023
img_000000000_01-BF0_000_trap_024.tif,000000000,01-BF0,000,024
img_000000000_01-BF0_000_trap_026.tif,000000000,01-BF0,000,026
img_000000000_01-BF0_000_trap_027.tif,000000000,01-BF0,000,027
img_000000000_01-BF0_001_trap_000.tif,000000000,01-BF0,001,000
img_000000000_01-BF0_001_trap_001.tif,000000000,01-BF0,001,001
img_000000000_01-BF0_001_trap_006.tif,000000000,01-BF0,001,006
img_000000000_01-BF0_001_trap_007.tif,000000000,01-BF0,001,007
img_000000000_01-BF0_001_trap_012.tif,000000000,01-BF0,001,012
img_000000000_01-BF0_001_trap_018.tif,000000000,01-BF0,001,018
img_000000000_01-BF0_001_trap_021.tif,000000000,01-BF0,001,021
img_000000000_01-BF0_001_trap_023.tif,000000000,01-BF0,001,023
img_000000000_01-BF0_001_trap_024.tif,000000000,01-BF0,001,024
img_000000000_01-BF0_001_trap_026.tif,000000000,01-BF0,001,026
img_000000000_01-BF0_001_trap_027.tif,000000000,01-BF0,001,027
img_000000000_01-BF0_002_trap_000.tif,000000000,01-BF0,002,000
img_000000000_01-BF0_002_trap_001.tif,000000000,01-BF0,002,001
img_000000000_01-BF0_002_trap_006.tif,000000000,01-BF0,002,006
img_000000000_01-BF0_002_trap_007.tif,000000000,01-BF0,002,007
img_000000000_01-BF0_002_trap_012.tif,000000000,01-BF0,002,012
img_000000000_01-BF0_002_trap_018.tif,000000000,01-BF0,002,018
img_000000000_01-BF0_002_trap_021.tif,000000000,01-BF0,002,021
img_000000000_01-BF0_002_trap_023.tif,000000000,01-BF0,002,023
img_000000000_01-BF0_002_trap_024.tif,000000000,01-BF0,002,024
img_000000000_01-BF0_002_trap_026.tif,000000000,01-BF0,002,026
