filename,token1,channel,i,trap
img_000000000_01-BF0_000_trap_000.tif,000000000,01-BF0,000,000
img_000000000_01-BF0_000_trap_001.tif,000000000,01-BF0,000,001
img_000000000_01-BF0_000_trap_002.tif,000000000,01-BF0,000,002
img_000000000_01-BF0_000_trap_004.tif,000000000,01-BF0,000,004
img_000000000_01-BF0_000_trap_005.tif,000000000,01-BF0,000,005
img_000000000_01-BF0_000_trap_006.tif,000000000,01-BF0,000,006
img_000000000_01-BF0_000_trap_010.tif,000000000,01-BF0,000,010
img_000000000_01-BF0_000_trap_014.tif,000000000,01-BF0,000,014
img_000000000_01-BF0_000_trap_015.tif,000000000,01-BF0,000,015
img_000000000_01-BF0_000_trap_017.tif,000000000,01-BF0,000,017
img_000000000_01-BF0_000_trap_018.tif,000000000,01-BF0,000,018
img_000000000_01-BF0_000_trap_019.tif,000000000,01-BF0,000,019
img_000000000_01-BF0_000_trap_020.tif,000000000,01-BF0,000,020
img_000000000_01-BF0_000_trap_021.tif,000000000,01-BF0,000,021
img_000000000_01-BF0_000_trap_022.tif,000000000,01-BF0,000,022
img_000000000_01-BF0_000_trap_023.tif,000000000,01-BF0,000,023
img_000000000_01-BF0_000_trap_024.tif,000000000,01-BF0,000,024
img_000000000_01-BF0_000_trap_025.tif,000000000,01-BF0,000,025
img_000000000_01-BF0_000_trap_026.tif,000000000,01-BF0,000,026
img_000000000_01-BF0_000_trap_027.tif,000000000,01-BF0,000,027
img_000000000_01-BF0_000_trap_028.tif,000000000,01-BF0,000,028
img_000000000_01-BF0_001_trap_000.tif,000000000,01-BF0,001,000
img_000000000_01-BF0_001_trap_001.tif,000000000,01-BF0,001,001
img_000000000_01-BF0_001_trap_002.tif,000000000,01-BF0,001,002
img_000000000_01-BF0_001_trap_004.tif,000000000,01-BF0,001,004
img_000000000_01-BF0_001_trap_005.tif,000000000,01-BF0,001,005
img_000000000_01-BF0_001_trap_006.tif,000000000,01-BF0,001,006
img_000000000_01-BF0_001_trap_010.tif,000000000,01-BF0,001,010
img_000000000_01-BF0_001_trap_014.tif,000000000,01-BF0,001,014
img_000000000_01-BF0_001_trap_015.tif,000000000,01-BF0,001,015
img_000000000_01-BF0_001_trap_017.tif,000000000,01-BF0,001,017
img_000000000_01-BF0_001_trap_018.tif,000000000,01-BF0,001,018
