,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
0,img_000000000_01-BF0_000_trap_000.tif,0,01-BF0,0,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I1,raw,I3,S1,A6
1,img_000000000_01-BF0_000_trap_001.tif,0,01-BF0,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I2,raw,I1,S0,A6
2,img_000000000_01-BF0_000_trap_006.tif,0,01-BF0,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X3,derived,I1,S1,A3
3,img_000000000_01-BF0_000_trap_007.tif,0,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I3,derived,I2,S1,A3
4,img_000000000_01-BF0_000_trap_012.tif,0,01-BF0,0,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R0,raw,I3,S1,A7
5,img_000000000_01-BF0_000_trap_018.tif,0,01-BF0,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R3,derived,I1,S1,A4
6,img_000000000_01-BF0_000_trap_021.tif,0,01-BF0,0,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D2,raw,I2,S2,A3
7,img_000000000_01-BF0_000_trap_023.tif,0,01-BF0,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X3,raw,I3,S0,A3
8,img_000000000_01-BF0_000_trap_024.tif,0,01-BF0,0,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I1,derived,I2,S0,A2
9,img_000000000_01-BF0_000_trap_026.tif,0,01-BF0,0,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R3,derived,I2,S2,A0
10,img_000000000_01-BF0_000_trap_027.tif,0,01-BF0,0,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,derived,I3,S0,A7
11,img_000000000_01-BF0_001_trap_000.tif,0,01-BF0,1,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D3,derived,I3,S1,A2
12,img_000000000_01-BF0_001_trap_001.tif,0,01-BF0,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R3,derived,I1,S0,A7
13,img_000000000_01-BF0_001_trap_006.tif,0,01-BF0,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D1,raw,I2,S0,A7
14,img_000000000_01-BF0_001_trap_007.tif,0,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D3,derived,I1,S1,A5
15,img_000000000_01-BF0_001_trap_012.tif,0,01-BF0,1,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,derived,I2,S2,A3
16,img_000000000_01-BF0_001_trap_018.tif,0,01-BF0,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X1,derived,I1,S0,A6
17,img_000000000_01-BF0_001_trap_021.tif,0,01-BF0,1,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D3,raw,I3,S0,A9
18,img_000000000_01-BF0_001_trap_023.tif,0,01-BF0,1,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D0,raw,I3,S0,A8
19,img_000000000_01-BF0_001_trap_024.tif,0,01-BF0,1,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R2,raw,I3,S0,A8
20,img_000000000_01-BF0_001_trap_026.tif,0,01-BF0,1,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D3,derived,I3,S0,A9
21,img_000000000_01-BF0_001_trap_027.tif,0,01-BF0,1,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R3,derived,I2,S2,A5
22,img_000000000_01-BF0_002_trap_000.tif,0,01-BF0,2,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I3,raw,I2,S0,A1
23,img_000000000_01-BF0_002_trap_001.tif,0,01-BF0,2,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X1,derived,I3,S1,A1
24,img_000000000_01-BF0_002_trap_006.tif,0,01-BF0,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D2,derived,I3,S0,A9
25,img_000000000_01-BF0_002_trap_007.tif,0,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R0,raw,I1,S2,A9
26,img_000000000_01-BF0_002_trap_012.tif,0,01-BF0,2,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X2,raw,I1,S2,A5
27,img_000000000_01-BF0_002_trap_018.tif,0,01-BF0,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I3,raw,I3,S0,A0
