filename,token1,channel,i,trap
img_000000000_01-BF0_000_trap_000.tif,000000000,01-BF0,000,000
img_000000000_01-BF0_000_trap_001.tif,000000000,01-BF0,000,001
img_000000000_01-BF0_000_trap_003.tif,000000000,01-BF0,000,003
img_000000000_01-BF0_000_trap_005.tif,000000000,01-BF0,000,005
img_000000000_01-BF0_000_trap_008.tif,000000000,01-BF0,000,008
img_000000000_01-BF0_000_trap_009.tif,000000000,01-BF0,000,009
img_000000000_01-BF0_000_trap_010.tif,000000000,01-BF0,000,010
img_000000000_01-BF0_000_trap_011.tif,000000000,01-BF0,000,011
img_000000000_01-BF0_000_trap_013.tif,000000000,01-BF0,000,013
img_000000000_01-BF0_000_trap_014.tif,000000000,01-BF0,000,014
img_000000000_01-BF0_000_trap_015.tif,000000000,01-BF0,000,015
img_000000000_01-BF0_000_trap_017.tif,000000000,01-BF0,000,017
img_000000000_01-BF0_000_trap_018.tif,000000000,01-BF0,000,018
img_000000000_01-BF0_000_trap_019.tif,000000000,01-BF0,000,019
img_000000000_01-BF0_000_trap_021.tif,000000000,01-BF0,000,021
img_000000000_01-BF0_000_trap_023.tif,000000000,01-BF0,000,023
img_000000000_01-BF0_000_trap_025.tif,000000000,01-BF0,000,025
img_000000000_01-BF0_000_trap_027.tif,000000000,01-BF0,000,027
img_000000000_01-BF0_000_trap_028.tif,000000000,01-BF0,000,028
img_000000000_01-BF0_000_trap_030.tif,000000000,01-BF0,000,030
img_000000000_01-BF0_000_trap_031.tif,000000000,01-BF0,000,031
img_000000000_01-BF0_000_trap_032.tif,000000000,01-BF0,000,032
img_000000000_01-BF0_000_trap_033.tif,000000000,01-BF0,000,033
img_000000000_01-BF0_000_trap_034.tif,000000000,01-BF0,000,034
img_000000000_01-BF0_000_trap_038.tif,000000000,01-BF0,000,038
img_000000000_01-BF0_000_trap_039.tif,000000000,01-BF0,000,039
img_000000000_01-BF0_000_trap_040.tif,000000000,01-BF0,000,040
img_000000000_01-BF0_000_trap_041.tif,000000000,01-BF0,000,041
img_000000000_01-BF0_001_trap_000.tif,000000000,01-BF0,001,000
img_000000000_01-BF0_001_trap_001.tif,000000000,01-BF0,001,001
img_000000000_01-BF0_001_trap_003.tif,000000000,01-BF0,001,003
img_000000000_01-BF0_001_trap_005.tif,000000000,01-BF0,001,005
