,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
0,img_000000000_01-BF0_000_trap_019.tif,0,01-BF0,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D2,raw,I2,S2,A6
1,img_000000000_01-BF0_000_trap_022.tif,0,01-BF0,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D0,derived,I2,S2,A4
2,img_000000000_01-BF0_000_trap_024.tif,0,01-BF0,0,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D1,derived,I1,S1,A9
3,img_000000000_01-BF0_000_trap_027.tif,0,01-BF0,0,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R0,derived,I1,S0,A1
4,img_000000000_01-BF0_000_trap_028.tif,0,01-BF0,0,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X1,raw,I2,S1,A2
5,img_000000000_01-BF0_000_trap_032.tif,0,01-BF0,0,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I3,derived,I1,S1,A8
6,img_000000000_01-BF0_000_trap_035.tif,0,01-BF0,0,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D3,derived,I1,S2,A7
7,img_000000000_01-BF0_001_trap_019.tif,0,01-BF0,1,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X1,derived,I1,S1,A1
8,img_000000000_01-BF0_001_trap_022.tif,0,01-BF0,1,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R0,raw,I1,S0,A7
9,img_000000000_01-BF0_001_trap_024.tif,0,01-BF0,1,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R2,derived,I3,S1,A3
10,img_000000000_01-BF0_001_trap_027.tif,0,01-BF0,1,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D1,raw,I2,S0,A7
11,img_000000000_01-BF0_001_trap_028.tif,0,01-BF0,1,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R1,derived,I1,S0,A1
12,img_000000000_01-BF0_001_trap_032.tif,0,01-BF0,1,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X2,raw,I1,S2,A5
13,img_000000000_01-BF0_001_trap_035.tif,0,01-BF0,1,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R3,derived,I1,S2,A7
14,img_000000000_01-BF0_002_trap_019.tif,0,01-BF0,2,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X3,raw,I2,S0,A7
15,img_000000000_01-BF0_002_trap_022.tif,0,01-BF0,2,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D0,derived,I2,S0,A4
16,img_000000000_01-BF0_002_trap_024.tif,0,01-BF0,2,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I0,derived,I1,S2,A4
17,img_000000000_01-BF0_002_trap_027.tif,0,01-BF0,2,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,derived,I3,S2,A6
18,img_000000000_01-BF0_002_trap_028.tif,0,01-BF0,2,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D0,derived,I2,S0,A8
19,img_000000000_01-BF0_002_trap_032.tif,0,01-BF0,2,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D2,raw,I3,S2,A2
20,img_000000000_01-BF0_002_trap_035.tif,0,01-BF0,2,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,raw,I2,S1,A9
21,img_000000000_03-GFPdouble_000_trap_019.tif,0,03-GFPdouble,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D1,raw,I1,S0,A8
22,img_000000000_03-GFPdouble_000_trap_022.tif,0,03-GFPdouble,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,raw,I1,S0,A9
