,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
0,img_000000000_01-BF0_000_trap_001.tif,0,01-BF0,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,derived,I1,S1,A6
1,img_000000000_01-BF0_000_trap_002.tif,0,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R3,derived,I3,S2,A5
2,img_000000000_01-BF0_000_trap_004.tif,0,01-BF0,0,4,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R0,derived,I3,S0,A9
3,img_000000000_01-BF0_000_trap_006.tif,0,01-BF0,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R1,derived,I1,S2,A6
4,img_000000000_01-BF0_000_trap_007.tif,0,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D1,raw,I3,S0,A1
5,img_000000000_01-BF0_000_trap_009.tif,0,01-BF0,0,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X1,derived,I1,S0,A6
6,img_000000000_01-BF0_000_trap_010.tif,0,01-BF0,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D0,derived,I1,S0,A0
7,img_000000000_01-BF0_000_trap_015.tif,0,01-BF0,0,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I1,raw,I1,S2,A2
8,img_000000000_01-BF0_000_trap_019.tif,0,01-BF0,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X1,derived,I3,S2,A3
9,img_000000000_01-BF0_000_trap_022.tif,0,01-BF0,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X1,raw,I3,S0,A6
10,img_000000000_01-BF0_000_trap_023.tif,0,01-BF0,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R0,raw,I2,S0,A7
11,img_000000000_01-BF0_000_trap_025.tif,0,01-BF0,0,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D2,raw,I2,S1,A1
12,img_000000000_01-BF0_000_trap_026.tif,0,01-BF0,0,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I3,raw,I1,S2,A1
13,img_000000000_01-BF0_000_trap_030.tif,0,01-BF0,0,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R1,raw,I2,S2,A6
14,img_000000000_01-BF0_000_trap_031.tif,0,01-BF0,0,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R2,raw,I2,S0,A9
15,img_000000000_01-BF0_000_trap_032.tif,0,01-BF0,0,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D1,derived,I3,S0,A4
16,img_000000000_01-BF0_000_trap_033.tif,0,01-BF0,0,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I3,derived,I1,S1,A8
17,img_000000000_01-BF0_000_trap_035.tif,0,01-BF0,0,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X3,derived,I1,S0,A8
18,img_000000000_01-BF0_000_trap_036.tif,0,01-BF0,0,36,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R0,raw,I1,S1,A7
19,img_000000000_01-BF0_000_trap_037.tif,0,01-BF0,0,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X2,derived,I1,S2,A4
20,img_000000000_01-BF0_001_trap_001.tif,0,01-BF0,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R1,raw,I1,S2,A8
21,img_000000000_01-BF0_001_trap_002.tif,0,01-BF0,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D1,raw,I2,S0,A9
22,img_000000000_01-BF0_001_trap_004.tif,0,01-BF0,1,4,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D3,raw,I1,S2,A7
23,img_000000000_01-BF0_001_trap_006.tif,0,01-BF0,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D0,raw,I1,S1,A4
24,img_000000000_01-BF0_001_trap_007.tif,0,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D0,derived,I3,S1,A5
25,img_000000000_01-BF0_001_trap_009.tif,0,01-BF0,1,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X3,derived,I1,S2,A1
26,img_000000000_01-BF0_001_trap_010.tif,0,01-BF0,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,derived,I3,S1,A7
27,img_000000000_01-BF0_001_trap_015.tif,0,01-BF0,1,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D2,raw,I3,S1,A7
28,img_000000000_01-BF0_001_trap_019.tif,0,01-BF0,1,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X0,raw,I3,S0,A2
29,img_000000000_01-BF0_001_trap_022.tif,0,01-BF0,1,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X0,derived,I1,S2,A4
30,img_000000000_01-BF0_001_trap_023.tif,0,01-BF0,1,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X0,derived,I2,S2,A5
31,img_000000000_01-BF0_001_trap_025.tif,0,01-BF0,1,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R3,raw,I2,S0,A8
32,img_000000000_01-BF0_001_trap_026.tif,0,01-BF0,1,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R1,raw,I2,S1,A3
33,img_000000000_01-BF0_001_trap_030.tif,0,01-BF0,1,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R0,raw,I2,S1,A0
34,img_000000000_01-BF0_001_trap_031.tif,0,01-BF0,1,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I0,derived,I2,S0,A8
35,img_000000000_01-BF0_001_trap_032.tif,0,01-BF0,1,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I3,raw,I2,S1,A4
36,img_000000000_01-BF0_001_trap_033.tif,0,01-BF0,1,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X2,raw,I1,S0,A4
37,img_000000000_01-BF0_001_trap_035.tif,0,01-BF0,1,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R0,raw,I2,S2,A3
38,img_000000000_01-BF0_001_trap_036.tif,0,01-BF0,1,36,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X2,derived,I3,S2,A4
39,img_000000000_01-BF0_001_trap_037.tif,0,01-BF0,1,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R2,derived,I2,S2,A7
40,img_000000000_01-BF0_002_trap_001.tif,0,01-BF0,2,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X0,raw,I1,S0,A7
41,img_000000000_01-BF0_002_trap_002.tif,0,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I3,S1,A9
42,img_000000000_01-BF0_002_trap_004.tif,0,01-BF0,2,4,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D0,raw,I3,S2,A3
43,img_000000000_01-BF0_002_trap_006.tif,0,01-BF0,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R0,raw,I2,S0,A4
44,img_000000000_01-BF0_002_trap_007.tif,0,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I1,S2,A2
45,img_000000000_01-BF0_002_trap_009.tif,0,01-BF0,2,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D0,derived,I2,S0,A6
46,img_000000000_01-BF0_002_trap_010.tif,0,01-BF0,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D2,derived,I1,S0,A5
47,img_000000000_01-BF0_002_trap_015.tif,0,01-BF0,2,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R3,raw,I3,S2,A1
48,img_000000000_01-BF0_002_trap_019.tif,0,01-BF0,2,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D2,derived,I1,S1,A9
49,img_000000000_01-BF0_002_trap_022.tif,0,01-BF0,2,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X1,raw,I3,S0,A3
50,img_000000000_01-BF0_002_trap_023.tif,0,01-BF0,2,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R0,derived,I2,S2,A0
51,img_000000000_01-BF0_002_trap_025.tif,0,01-BF0,2,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D3,derived,I3,S2,A6
52,img_000000000_01-BF0_002_trap_026.tif,0,01-BF0,2,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X1,derived,I3,S1,A7
53,img_000000000_01-BF0_002_trap_030.tif,0,01-BF0,2,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D1,raw,I3,S0,A6
54,img_000000000_01-BF0_002_trap_031.tif,0,01-BF0,2,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R1,raw,I1,S1,A3
55,img_000000000_01-BF0_002_trap_032.tif,0,01-BF0,2,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I2,derived,I3,S2,A1
56,img_000000000_01-BF0_002_trap_033.tif,0,01-BF0,2,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X2,raw,I1,S2,A7
57,img_000000000_01-BF0_002_trap_035.tif,0,01-BF0,2,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D0,raw,I1,S0,A4
58,img_000000000_01-BF0_002_trap_036.tif,0,01-BF0,2,36,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R3,raw,I1,S2,A9
59,img_000000000_01-BF0_002_trap_037.tif,0,01-BF0,2,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I2,derived,I2,S0,A7
60,img_000000000_03-GFPdouble_000_trap_001.tif,0,03-GFPdouble,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R1,derived,I3,S2,A7
61,img_000000000_03-GFPdouble_000_trap_002.tif,0,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I1,raw,I1,S0,A3
62,img_000000000_03-GFPdouble_000_trap_004.tif,0,03-GFPdouble,0,4,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D0,derived,I3,S1,A5
63,img_000000000_03-GFPdouble_000_trap_006.tif,0,03-GFPdouble,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I3,raw,I3,S1,A7
64,img_000000000_03-GFPdouble_000_trap_007.tif,0,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D2,raw,I1,S0,A5
65,img_000000000_03-GFPdouble_000_trap_009.tif,0,03-GFPdouble,0,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,raw,I1,S1,A9
66,img_000000000_03-GFPdouble_000_trap_010.tif,0,03-GFPdouble,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R2,derived,I2,S0,A7
67,img_000000000_03-GFPdouble_000_trap_015.tif,0,03-GFPdouble,0,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X2,derived,I3,S1,A8
68,img_000000000_03-GFPdouble_000_trap_019.tif,0,03-GFPdouble,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R0,derived,I2,S2,A8
69,img_000000000_03-GFPdouble_000_trap_022.tif,0,03-GFPdouble,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R2,raw,I2,S0,A2
70,img_000000000_03-GFPdouble_000_trap_023.tif,0,03-GFPdouble,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,raw,I2,S1,A8
71,img_000000000_03-GFPdouble_000_trap_025.tif,0,03-GFPdouble,0,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R1,raw,I3,S0,A0
72,img_000000000_03-GFPdouble_000_trap_026.tif,0,03-GFPdouble,0,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D0,raw,I2,S2,A0
73,img_000000000_03-GFPdouble_000_trap_030.tif,0,03-GFPdouble,0,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,raw,I1,S2,A1
74,img_000000000_03-GFPdouble_000_trap_031.tif,0,03-GFPdouble,0,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R3,raw,I2,S2,A4
75,img_000000000_03-GFPdouble_000_trap_032.tif,0,03-GFPdouble,0,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D0,raw,I2,S2,A9
76,img_000000000_03-GFPdouble_000_trap_033.tif,0,03-GFPdouble,0,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I0,raw,I1,S2,A9
77,img_000000000_03-GFPdouble_000_trap_035.tif,0,03-GFPdouble,0,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R0,raw,I3,S1,A3
78,img_000000000_03-GFPdouble_000_trap_036.tif,0,03-GFPdouble,0,36,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X3,raw,I2,S1,A8
79,img_000000000_03-GFPdouble_000_trap_037.tif,0,03-GFPdouble,0,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X0,raw,I3,S2,A2
80,img_000000000_03-GFPdouble_001_trap_001.tif,0,03-GFPdouble,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X1,raw,I3,S2,A7
81,img_000000000_03-GFPdouble_001_trap_002.tif,0,03-GFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X1,raw,I2,S0,A7
82,img_000000000_03-GFPdouble_001_trap_004.tif,0,03-GFPdouble,1,4,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I3,raw,I3,S0,A9
83,img_000000000_03-GFPdouble_001_trap_006.tif,0,03-GFPdouble,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R1,derived,I1,S2,A3
84,img_000000000_03-GFPdouble_001_trap_007.tif,0,03-GFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I0,derived,I3,S1,A5
85,img_000000000_03-GFPdouble_001_trap_009.tif,0,03-GFPdouble,1,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D3,raw,I2,S0,A2
86,img_000000000_03-GFPdouble_001_trap_010.tif,0,03-GFPdouble,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X2,raw,I2,S2,A8
87,img_000000000_03-GFPdouble_001_trap_015.tif,0,03-GFPdouble,1,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I0,derived,I3,S1,A5
88,img_000000000_03-GFPdouble_001_trap_019.tif,0,03-GFPdouble,1,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X0,derived,I2,S0,A9
89,img_000000000_03-GFPdouble_001_trap_022.tif,0,03-GFPdouble,1,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R0,derived,I2,S0,A0
90,img_000000000_03-GFPdouble_001_trap_023.tif,0,03-GFPdouble,1,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R2,derived,I1,S0,A1
91,img_000000000_03-GFPdouble_001_trap_025.tif,0,03-GFPdouble,1,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R1,raw,I3,S0,A0
92,img_000000000_03-GFPdouble_001_trap_026.tif,0,03-GFPdouble,1,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D0,derived,I3,S1,A5
93,img_000000000_03-GFPdouble_001_trap_030.tif,0,03-GFPdouble,1,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X3,derived,I3,S2,A6
94,img_000000000_03-GFPdouble_001_trap_031.tif,0,03-GFPdouble,1,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D3,raw,I3,S0,A9
95,img_000000000_03-GFPdouble_001_trap_032.tif,0,03-GFPdouble,1,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R1,derived,I3,S2,A9
96,img_000000000_03-GFPdouble_001_trap_033.tif,0,03-GFPdouble,1,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I2,raw,I2,S2,A7
97,img_000000000_03-GFPdouble_001_trap_035.tif,0,03-GFPdouble,1,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R0,raw,I1,S0,A6
98,img_000000000_03-GFPdouble_001_trap_036.tif,0,03-GFPdouble,1,36,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X3,derived,I1,S2,A3
99,img_000000000_03-GFPdouble_001_trap_037.tif,0,03-GFPdouble,1,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D1,derived,I1,S0,A7
100,img_000000000_03-GFPdouble_002_trap_001.tif,0,03-GFPdouble,2,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X0,derived,I2,S2,A3
101,img_000000000_03-GFPdouble_002_trap_002.tif,0,03-GFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I3,derived,I2,S2,A7
102,img_000000000_03-GFPdouble_002_trap_004.tif,0,03-GFPdouble,2,4,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X2,raw,I3,S0,A9
103,img_000000000_03-GFPdouble_002_trap_006.tif,0,03-GFPdouble,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I3,derived,I2,S2,A1
104,img_000000000_03-GFPdouble_002_trap_007.tif,0,03-GFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D3,raw,I2,S2,A7
105,img_000000000_03-GFPdouble_002_trap_009.tif,0,03-GFPdouble,2,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R1,derived,I1,S2,A8
106,img_000000000_03-GFPdouble_002_trap_010.tif,0,03-GFPdouble,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I3,derived,I1,S1,A5
107,img_000000000_03-GFPdouble_002_trap_015.tif,0,03-GFPdouble,2,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X3,derived,I3,S2,A5
108,img_000000000_03-GFPdouble_002_trap_019.tif,0,03-GFPdouble,2,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D3,derived,I3,S0,A3
109,img_000000000_03-GFPdouble_002_trap_022.tif,0,03-GFPdouble,2,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I2,derived,I1,S2,A9
110,img_000000000_03-GFPdouble_002_trap_023.tif,0,03-GFPdouble,2,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R1,derived,I1,S1,A7
111,img_000000000_03-GFPdouble_002_trap_025.tif,0,03-GFPdouble,2,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I1,raw,I1,S2,A5
112,img_000000000_03-GFPdouble_002_trap_026.tif,0,03-GFPdouble,2,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D1,derived,I1,S0,A8
113,img_000000000_03-GFPdouble_002_trap_030.tif,0,03-GFPdouble,2,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,derived,I2,S0,A9
114,img_000000000_03-GFPdouble_002_trap_031.tif,0,03-GFPdouble,2,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I2,raw,I2,S1,A5
115,img_000000000_03-GFPdouble_002_trap_032.tif,0,03-GFPdouble,2,32,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X2,derived,I1,S2,A2
116,img_000000000_03-GFPdouble_002_trap_033.tif,0,03-GFPdouble,2,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,derived,I3,S2,A9
117,img_000000000_03-GFPdouble_002_trap_035.tif,0,03-GFPdouble,2,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R0,raw,I3,S0,A9
118,img_000000000_03-GFPdouble_002_trap_036.tif,0,03-GFPdouble,2,36,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D1,derived,I3,S2,A9
119,img_000000000_03-GFPdouble_002_trap_037.tif,0,03-GFPdouble,2,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I0,raw,I3,S1,A6
120,img_000000000_04-RFPdouble_000_trap_001.tif,0,04-RFPdouble,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X0,derived,I1,S2,A5
121,img_000000000_04-RFPdouble_000_trap_002.tif,0,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X3,derived,I1,S1,A6
122,img_000000000_04-RFPdouble_000_trap_004.tif,0,04-RFPdouble,0,4,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X2,derived,I2,S1,A4
