,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
0,img_000000000_01-BF0_000_trap_004.tif,0,01-BF0,0,4,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I2,derived,I3,S0,A6
1,img_000000000_01-BF0_000_trap_005.tif,0,01-BF0,0,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I3,raw,I3,S0,A1
2,img_000000000_01-BF0_000_trap_010.tif,0,01-BF0,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X3,raw,I1,S0,A7
3,img_000000000_01-BF0_000_trap_011.tif,0,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I0,raw,I3,S2,A8
4,img_000000000_01-BF0_000_trap_013.tif,0,01-BF0,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I2,raw,I3,S0,A1
5,img_000000000_01-BF0_000_trap_014.tif,0,01-BF0,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I2,raw,I3,S0,A5
6,img_000000000_01-BF0_000_trap_015.tif,0,01-BF0,0,15,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X3,derived,I2,S2,A2
7,img_000000000_01-BF0_000_trap_017.tif,0,01-BF0,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I2,raw,I3,S0,A6
8,img_000000000_01-BF0_000_trap_018.tif,0,01-BF0,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D2,derived,I2,S1,A7
9,img_000000000_01-BF0_000_trap_021.tif,0,01-BF0,0,21,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X1,derived,I3,S1,A7
10,img_000000000_01-BF0_000_trap_023.tif,0,01-BF0,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D1,derived,I1,S0,A4
