,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
0,img_000000000_01-BF0_000_trap_001.tif,0,01-BF0,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D1,derived,I2,S1,A3
1,img_000000000_01-BF0_000_trap_002.tif,0,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I1,derived,I2,S1,A4
2,img_000000000_01-BF0_000_trap_006.tif,0,01-BF0,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I0,raw,I3,S1,A6
3,img_000000000_01-BF0_000_trap_009.tif,0,01-BF0,0,9,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X2,derived,I2,S1,A0
4,img_000000000_01-BF0_000_trap_012.tif,0,01-BF0,0,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D1,raw,I1,S2,A1
5,img_000000000_01-BF0_000_trap_017.tif,0,01-BF0,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R2,raw,I1,S1,A1
6,img_000000000_01-BF0_000_trap_018.tif,0,01-BF0,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R2,raw,I1,S1,A8
7,img_000000000_01-BF0_000_trap_019.tif,0,01-BF0,0,19,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I0,raw,I2,S1,A5
8,img_000000000_01-BF0_000_trap_020.tif,0,01-BF0,0,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D1,raw,I2,S1,A2
9,img_000000000_01-BF0_000_trap_022.tif,0,01-BF0,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I2,derived,I3,S1,A5
10,img_000000000_01-BF0_000_trap_023.tif,0,01-BF0,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R2,derived,I2,S2,A3
11,img_000000000_01-BF0_000_trap_025.tif,0,01-BF0,0,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I1,derived,I1,S2,A2
12,img_000000000_01-BF0_000_trap_026.tif,0,01-BF0,0,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R1,derived,I1,S0,A9
13,img_000000000_01-BF0_000_trap_027.tif,0,01-BF0,0,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R2,raw,I3,S2,A5
14,img_000000000_01-BF0_000_trap_030.tif,0,01-BF0,0,30,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,derived,I3,S2,A1
15,img_000000000_01-BF0_000_trap_031.tif,0,01-BF0,0,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X3,raw,I3,S2,A2
16,img_000000000_01-BF0_000_trap_033.tif,0,01-BF0,0,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D0,derived,I3,S0,A2
17,img_000000000_01-BF0_000_trap_035.tif,0,01-BF0,0,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X3,raw,I3,S0,A0
18,img_000000000_01-BF0_000_trap_036.tif,0,01-BF0,0,36,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D2,raw,I1,S1,A1
19,img_000000000_01-BF0_000_trap_037.tif,0,01-BF0,0,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I1,raw,I1,S0,A7
20,img_000000000_01-BF0_000_trap_038.tif,0,01-BF0,0,38,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,derived,I3,S2,A0
21,img_000000000_01-BF0_000_trap_039.tif,0,01-BF0,0,39,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R1,raw,I2,S2,A9
22,img_000000000_01-BF0_001_trap_001.tif,0,01-BF0,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I2,raw,I3,S0,A9
