,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
0,img_000000000_01-BF0_000_trap_001.tif,0,01-BF0,0,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,derived,I3,S1,A6
1,img_000000000_01-BF0_000_trap_003.tif,0,01-BF0,0,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D0,derived,I1,S1,A1
2,img_000000000_01-BF0_000_trap_005.tif,0,01-BF0,0,5,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I3,derived,I3,S2,A4
3,img_000000000_01-BF0_000_trap_006.tif,0,01-BF0,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D1,raw,I2,S0,A4
4,img_000000000_01-BF0_000_trap_007.tif,0,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X3,raw,I2,S2,A9
5,img_000000000_01-BF0_000_trap_008.tif,0,01-BF0,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I1,raw,I1,S1,A3
6,img_000000000_01-BF0_000_trap_011.tif,0,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,derived,I2,S1,A2
7,img_000000000_01-BF0_000_trap_012.tif,0,01-BF0,0,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,raw,I1,S1,A7
8,img_000000000_01-BF0_000_trap_013.tif,0,01-BF0,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I2,derived,I1,S0,A3
9,img_000000000_01-BF0_000_trap_014.tif,0,01-BF0,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I0,raw,I3,S1,A4
10,img_000000000_01-BF0_000_trap_017.tif,0,01-BF0,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X3,derived,I3,S0,A1
11,img_000000000_01-BF0_000_trap_018.tif,0,01-BF0,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D3,derived,I1,S2,A7
12,img_000000000_01-BF0_000_trap_022.tif,0,01-BF0,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D2,derived,I3,S1,A2
13,img_000000000_01-BF0_000_trap_026.tif,0,01-BF0,0,26,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I0,raw,I1,S1,A9
14,img_000000000_01-BF0_000_trap_027.tif,0,01-BF0,0,27,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I0,raw,I1,S0,A5
15,img_000000000_01-BF0_000_trap_028.tif,0,01-BF0,0,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R0,raw,I3,S1,A3
16,img_000000000_01-BF0_001_trap_001.tif,0,01-BF0,1,1,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,R1,raw,I1,S1,A7
